시점,죄종별(1),죄종별(2),범죄발생지별(1),범죄발생지별(2),데이터
2011,계,소계,합계,합계,1752598
2011,계,소계,서울시,서울시,358753
2011,계,소계,부산시,부산시,135399
2011,계,소계,대구시,대구시,96450
2011,계,소계,인천시,인천시,86641
2011,계,소계,광주시,광주시,63810
2011,계,소계,대전시,대전시,47401
2011,계,소계,울산시,울산시,37855
2011,계,소계,경기도,고양시,26421
2011,계,소계,경기도,광명시,7920
2011,계,소계,경기도,구리시,7337
2011,계,소계,경기도,군포시,6734
2011,계,소계,경기도,남양주시,13709
2011,계,소계,경기도,부천시,31393
2011,계,소계,경기도,성남시,29500
2011,계,소계,경기도,수원시,36741
2011,계,소계,경기도,시흥시,16324
2011,계,소계,경기도,안산시,25387
2011,계,소계,경기도,안양시,17458
2011,계,소계,경기도,용인시,18903
2011,계,소계,경기도,의정부시,15698
2011,계,소계,경기도,이천시,6839
2011,계,소계,경기도,파주시,11700
2011,계,소계,경기도,평택시,18710
2011,계,소계,강원도,강릉시,8116
2011,계,소계,강원도,원주시,14015
2011,계,소계,강원도,춘천시,9767
2011,계,소계,충청북도,제천시,4059
2011,계,소계,충청북도,청주시,22450
2011,계,소계,충청북도,충주시,6855
2011,계,소계,충청남도,논산시,4013
2011,계,소계,충청남도,서산시,4416
2011,계,소계,충청남도,아산시,6912
2011,계,소계,충청남도,천안시,21379
2011,계,소계,전라북도,군산시,11338
2011,계,소계,전라북도,익산시,11604
2011,계,소계,전라북도,전주시,20622
2011,계,소계,전라북도,정읍시,3623
2011,계,소계,전라남도,목포시,12413
2011,계,소계,전라남도,순천시,11067
2011,계,소계,전라남도,여수시,15073
2011,계,소계,경상북도,경산시,8300
2011,계,소계,경상북도,경주시,9837
2011,계,소계,경상북도,구미시,17743
2011,계,소계,경상북도,김천시,3990
2011,계,소계,경상북도,안동시,5826
2011,계,소계,경상북도,포항시,18857
2011,계,소계,경상남도,거제시,11140
2011,계,소계,경상남도,김해시,21131
2011,계,소계,경상남도,마산시,16348
2011,계,소계,경상남도,양산시,8180
2011,계,소계,경상남도,진주시,13221
2011,계,소계,경상남도,창원시,25155
2011,계,소계,제주특별자치도,제주시,27926
2011,계,소계,기타도시,기타도시,131939
2011,계,소계,도시이외,도시이외,128200
2011,지능범죄,소계,합계,합계,279802
2011,지능범죄,소계,서울시,서울시,71386
2011,지능범죄,소계,부산시,부산시,28310
2011,지능범죄,소계,대구시,대구시,12957
2011,지능범죄,소계,인천시,인천시,12511
2011,지능범죄,소계,광주시,광주시,7973
2011,지능범죄,소계,대전시,대전시,7537
2011,지능범죄,소계,울산시,울산시,4631
2011,지능범죄,소계,경기도,고양시,4188
2011,지능범죄,소계,경기도,광명시,1041
2011,지능범죄,소계,경기도,구리시,1178
2011,지능범죄,소계,경기도,군포시,941
2011,지능범죄,소계,경기도,남양주시,1826
2011,지능범죄,소계,경기도,부천시,5239
2011,지능범죄,소계,경기도,성남시,4849
2011,지능범죄,소계,경기도,수원시,5571
2011,지능범죄,소계,경기도,시흥시,2475
2011,지능범죄,소계,경기도,안산시,4190
2011,지능범죄,소계,경기도,안양시,2862
2011,지능범죄,소계,경기도,용인시,2487
2011,지능범죄,소계,경기도,의정부시,2619
2011,지능범죄,소계,경기도,이천시,925
2011,지능범죄,소계,경기도,파주시,1630
2011,지능범죄,소계,경기도,평택시,2131
2011,지능범죄,소계,강원도,강릉시,1121
2011,지능범죄,소계,강원도,원주시,1665
2011,지능범죄,소계,강원도,춘천시,1080
2011,지능범죄,소계,충청북도,제천시,528
2011,지능범죄,소계,충청북도,청주시,2551
2011,지능범죄,소계,충청북도,충주시,967
2011,지능범죄,소계,충청남도,논산시,610
2011,지능범죄,소계,충청남도,서산시,786
2011,지능범죄,소계,충청남도,아산시,1032
2011,지능범죄,소계,충청남도,천안시,3128
2011,지능범죄,소계,전라북도,군산시,1950
2011,지능범죄,소계,전라북도,익산시,1139
2011,지능범죄,소계,전라북도,전주시,2568
2011,지능범죄,소계,전라북도,정읍시,568
2011,지능범죄,소계,전라남도,목포시,1891
2011,지능범죄,소계,전라남도,순천시,1428
2011,지능범죄,소계,전라남도,여수시,1276
2011,지능범죄,소계,경상북도,경산시,951
2011,지능범죄,소계,경상북도,경주시,1442
2011,지능범죄,소계,경상북도,구미시,2126
2011,지능범죄,소계,경상북도,김천시,395
2011,지능범죄,소계,경상북도,안동시,826
2011,지능범죄,소계,경상북도,포항시,2289
2011,지능범죄,소계,경상남도,거제시,1457
2011,지능범죄,소계,경상남도,김해시,2177
2011,지능범죄,소계,경상남도,마산시,1981
2011,지능범죄,소계,경상남도,양산시,1044
2011,지능범죄,소계,경상남도,진주시,1526
2011,지능범죄,소계,경상남도,창원시,3459
2011,지능범죄,소계,제주특별자치도,제주시,3612
2011,지능범죄,소계,기타도시,기타도시,20541
2011,지능범죄,소계,도시이외,도시이외,22231
2011,지능범죄,직무유기,합계,합계,377
2011,지능범죄,직무유기,서울시,서울시,94
2011,지능범죄,직무유기,부산시,부산시,13
2011,지능범죄,직무유기,대구시,대구시,13
2011,지능범죄,직무유기,인천시,인천시,14
2011,지능범죄,직무유기,광주시,광주시,5
2011,지능범죄,직무유기,대전시,대전시,13
2011,지능범죄,직무유기,울산시,울산시,2
2011,지능범죄,직무유기,경기도,고양시,1
2011,지능범죄,직무유기,경기도,광명시,1
2011,지능범죄,직무유기,경기도,구리시,2
2011,지능범죄,직무유기,경기도,남양주시,8
2011,지능범죄,직무유기,경기도,부천시,7
2011,지능범죄,직무유기,경기도,성남시,4
2011,지능범죄,직무유기,경기도,수원시,6
2011,지능범죄,직무유기,경기도,시흥시,3
2011,지능범죄,직무유기,경기도,안산시,7
2011,지능범죄,직무유기,경기도,안양시,2
2011,지능범죄,직무유기,경기도,용인시,1
2011,지능범죄,직무유기,경기도,의정부시,3
2011,지능범죄,직무유기,경기도,이천시,2
2011,지능범죄,직무유기,경기도,평택시,3
2011,지능범죄,직무유기,강원도,강릉시,3
2011,지능범죄,직무유기,강원도,원주시,5
2011,지능범죄,직무유기,강원도,춘천시,5
2011,지능범죄,직무유기,충청북도,제천시,1
2011,지능범죄,직무유기,충청북도,청주시,4
2011,지능범죄,직무유기,충청북도,충주시,2
2011,지능범죄,직무유기,충청남도,논산시,1
2011,지능범죄,직무유기,충청남도,아산시,4
2011,지능범죄,직무유기,충청남도,천안시,3
2011,지능범죄,직무유기,전라북도,군산시,1
2011,지능범죄,직무유기,전라북도,익산시,1
2011,지능범죄,직무유기,전라북도,전주시,4
2011,지능범죄,직무유기,전라북도,정읍시,2
2011,지능범죄,직무유기,전라남도,목포시,2
2011,지능범죄,직무유기,전라남도,순천시,2
2011,지능범죄,직무유기,경상북도,경산시,3
2011,지능범죄,직무유기,경상북도,구미시,1
2011,지능범죄,직무유기,경상북도,김천시,1
2011,지능범죄,직무유기,경상북도,안동시,3
2011,지능범죄,직무유기,경상북도,포항시,6
2011,지능범죄,직무유기,경상남도,김해시,1
2011,지능범죄,직무유기,경상남도,마산시,2
2011,지능범죄,직무유기,경상남도,양산시,1
2011,지능범죄,직무유기,경상남도,진주시,1
2011,지능범죄,직무유기,경상남도,창원시,8
2011,지능범죄,직무유기,제주특별자치도,제주시,6
2011,지능범죄,직무유기,기타도시,기타도시,38
2011,지능범죄,직무유기,도시이외,도시이외,62
2011,지능범죄,직권남용,합계,합계,226
2011,지능범죄,직권남용,서울시,서울시,73
2011,지능범죄,직권남용,부산시,부산시,9
2011,지능범죄,직권남용,대구시,대구시,6
2011,지능범죄,직권남용,인천시,인천시,7
2011,지능범죄,직권남용,광주시,광주시,4
2011,지능범죄,직권남용,대전시,대전시,5
2011,지능범죄,직권남용,울산시,울산시,5
2011,지능범죄,직권남용,경기도,고양시,2
2011,지능범죄,직권남용,경기도,광명시,2
2011,지능범죄,직권남용,경기도,남양주시,2
2011,지능범죄,직권남용,경기도,부천시,5
2011,지능범죄,직권남용,경기도,성남시,4
2011,지능범죄,직권남용,경기도,수원시,5
2011,지능범죄,직권남용,경기도,시흥시,3
2011,지능범죄,직권남용,경기도,안산시,5
2011,지능범죄,직권남용,경기도,안양시,1
2011,지능범죄,직권남용,경기도,용인시,1
2011,지능범죄,직권남용,경기도,이천시,1
2011,지능범죄,직권남용,경기도,평택시,2
2011,지능범죄,직권남용,강원도,강릉시,1
2011,지능범죄,직권남용,강원도,원주시,2
2011,지능범죄,직권남용,강원도,춘천시,5
2011,지능범죄,직권남용,충청북도,제천시,1
2011,지능범죄,직권남용,충청북도,청주시,3
2011,지능범죄,직권남용,충청북도,충주시,1
2011,지능범죄,직권남용,충청남도,천안시,1
2011,지능범죄,직권남용,전라북도,군산시,6
2011,지능범죄,직권남용,전라북도,익산시,1
2011,지능범죄,직권남용,전라북도,전주시,1
2011,지능범죄,직권남용,전라남도,목포시,1
2011,지능범죄,직권남용,전라남도,순천시,1
2011,지능범죄,직권남용,전라남도,여수시,3
2011,지능범죄,직권남용,경상북도,경산시,2
2011,지능범죄,직권남용,경상북도,김천시,1
2011,지능범죄,직권남용,경상남도,김해시,2
2011,지능범죄,직권남용,경상남도,마산시,3
2011,지능범죄,직권남용,경상남도,양산시,1
2011,지능범죄,직권남용,경상남도,창원시,3
2011,지능범죄,직권남용,제주특별자치도,제주시,7
2011,지능범죄,직권남용,기타도시,기타도시,12
2011,지능범죄,직권남용,도시이외,도시이외,26
2011,지능범죄,증수뢰,합계,합계,586
2011,지능범죄,증수뢰,서울시,서울시,106
2011,지능범죄,증수뢰,부산시,부산시,76
2011,지능범죄,증수뢰,대구시,대구시,16
2011,지능범죄,증수뢰,인천시,인천시,22
2011,지능범죄,증수뢰,광주시,광주시,16
2011,지능범죄,증수뢰,대전시,대전시,15
2011,지능범죄,증수뢰,울산시,울산시,8
2011,지능범죄,증수뢰,경기도,고양시,9
2011,지능범죄,증수뢰,경기도,광명시,2
2011,지능범죄,증수뢰,경기도,구리시,1
2011,지능범죄,증수뢰,경기도,남양주시,4
2011,지능범죄,증수뢰,경기도,부천시,9
2011,지능범죄,증수뢰,경기도,성남시,10
2011,지능범죄,증수뢰,경기도,수원시,8
2011,지능범죄,증수뢰,경기도,시흥시,2
2011,지능범죄,증수뢰,경기도,안산시,10
2011,지능범죄,증수뢰,경기도,안양시,5
2011,지능범죄,증수뢰,경기도,용인시,3
2011,지능범죄,증수뢰,경기도,평택시,4
2011,지능범죄,증수뢰,강원도,강릉시,2
2011,지능범죄,증수뢰,강원도,원주시,3
2011,지능범죄,증수뢰,강원도,춘천시,5
2011,지능범죄,증수뢰,충청북도,제천시,1
2011,지능범죄,증수뢰,충청북도,청주시,2
2011,지능범죄,증수뢰,충청북도,충주시,4
2011,지능범죄,증수뢰,충청남도,서산시,1
2011,지능범죄,증수뢰,충청남도,천안시,2
2011,지능범죄,증수뢰,전라북도,군산시,1
2011,지능범죄,증수뢰,전라북도,익산시,4
2011,지능범죄,증수뢰,전라북도,전주시,6
2011,지능범죄,증수뢰,전라남도,목포시,2
2011,지능범죄,증수뢰,전라남도,순천시,4
2011,지능범죄,증수뢰,전라남도,여수시,4
2011,지능범죄,증수뢰,경상북도,구미시,2
2011,지능범죄,증수뢰,경상북도,안동시,1
2011,지능범죄,증수뢰,경상북도,포항시,4
2011,지능범죄,증수뢰,경상남도,거제시,5
2011,지능범죄,증수뢰,경상남도,김해시,3
2011,지능범죄,증수뢰,경상남도,마산시,1
2011,지능범죄,증수뢰,경상남도,양산시,4
2011,지능범죄,증수뢰,경상남도,진주시,3
2011,지능범죄,증수뢰,경상남도,창원시,5
2011,지능범죄,증수뢰,제주특별자치도,제주시,3
2011,지능범죄,증수뢰,기타도시,기타도시,115
2011,지능범죄,증수뢰,도시이외,도시이외,73
2011,지능범죄,통화,합계,합계,7900
2011,지능범죄,통화,서울시,서울시,3914
2011,지능범죄,통화,부산시,부산시,156
2011,지능범죄,통화,대구시,대구시,238
2011,지능범죄,통화,인천시,인천시,563
2011,지능범죄,통화,광주시,광주시,95
2011,지능범죄,통화,대전시,대전시,196
2011,지능범죄,통화,울산시,울산시,40
2011,지능범죄,통화,경기도,고양시,129
2011,지능범죄,통화,경기도,광명시,72
2011,지능범죄,통화,경기도,구리시,114
2011,지능범죄,통화,경기도,군포시,23
2011,지능범죄,통화,경기도,남양주시,113
2011,지능범죄,통화,경기도,부천시,114
2011,지능범죄,통화,경기도,성남시,170
2011,지능범죄,통화,경기도,수원시,222
2011,지능범죄,통화,경기도,시흥시,13
2011,지능범죄,통화,경기도,안산시,70
2011,지능범죄,통화,경기도,안양시,147
2011,지능범죄,통화,경기도,용인시,62
2011,지능범죄,통화,경기도,의정부시,142
2011,지능범죄,통화,경기도,이천시,6
2011,지능범죄,통화,경기도,파주시,61
2011,지능범죄,통화,경기도,평택시,72
2011,지능범죄,통화,강원도,강릉시,32
2011,지능범죄,통화,강원도,원주시,25
2011,지능범죄,통화,강원도,춘천시,47
2011,지능범죄,통화,충청북도,제천시,7
2011,지능범죄,통화,충청북도,청주시,43
2011,지능범죄,통화,충청북도,충주시,35
2011,지능범죄,통화,충청남도,논산시,1
2011,지능범죄,통화,충청남도,서산시,15
2011,지능범죄,통화,충청남도,아산시,29
2011,지능범죄,통화,충청남도,천안시,54
2011,지능범죄,통화,전라북도,군산시,9
2011,지능범죄,통화,전라북도,익산시,8
2011,지능범죄,통화,전라북도,전주시,12
2011,지능범죄,통화,전라북도,정읍시,8
2011,지능범죄,통화,전라남도,목포시,23
2011,지능범죄,통화,전라남도,순천시,7
2011,지능범죄,통화,전라남도,여수시,10
2011,지능범죄,통화,경상북도,경산시,9
2011,지능범죄,통화,경상북도,경주시,15
2011,지능범죄,통화,경상북도,구미시,2
2011,지능범죄,통화,경상북도,김천시,2
2011,지능범죄,통화,경상북도,안동시,12
2011,지능범죄,통화,경상북도,포항시,30
2011,지능범죄,통화,경상남도,김해시,2
2011,지능범죄,통화,경상남도,마산시,18
2011,지능범죄,통화,경상남도,양산시,5
2011,지능범죄,통화,경상남도,진주시,23
2011,지능범죄,통화,경상남도,창원시,21
2011,지능범죄,통화,제주특별자치도,제주시,9
2011,지능범죄,통화,기타도시,기타도시,380
2011,지능범죄,통화,도시이외,도시이외,275
2011,지능범죄,문서·인장,합계,합계,14948
2011,지능범죄,문서·인장,서울시,서울시,3660
2011,지능범죄,문서·인장,부산시,부산시,1367
2011,지능범죄,문서·인장,대구시,대구시,564
2011,지능범죄,문서·인장,인천시,인천시,796
2011,지능범죄,문서·인장,광주시,광주시,426
2011,지능범죄,문서·인장,대전시,대전시,437
2011,지능범죄,문서·인장,울산시,울산시,244
2011,지능범죄,문서·인장,경기도,고양시,226
2011,지능범죄,문서·인장,경기도,광명시,34
2011,지능범죄,문서·인장,경기도,구리시,70
2011,지능범죄,문서·인장,경기도,군포시,48
2011,지능범죄,문서·인장,경기도,남양주시,88
2011,지능범죄,문서·인장,경기도,부천시,267
2011,지능범죄,문서·인장,경기도,성남시,410
2011,지능범죄,문서·인장,경기도,수원시,333
2011,지능범죄,문서·인장,경기도,시흥시,105
2011,지능범죄,문서·인장,경기도,안산시,228
2011,지능범죄,문서·인장,경기도,안양시,195
2011,지능범죄,문서·인장,경기도,용인시,175
2011,지능범죄,문서·인장,경기도,의정부시,145
2011,지능범죄,문서·인장,경기도,이천시,54
2011,지능범죄,문서·인장,경기도,파주시,73
2011,지능범죄,문서·인장,경기도,평택시,113
2011,지능범죄,문서·인장,강원도,강릉시,64
2011,지능범죄,문서·인장,강원도,원주시,81
2011,지능범죄,문서·인장,강원도,춘천시,54
2011,지능범죄,문서·인장,충청북도,제천시,23
2011,지능범죄,문서·인장,충청북도,청주시,152
2011,지능범죄,문서·인장,충청북도,충주시,52
2011,지능범죄,문서·인장,충청남도,논산시,58
2011,지능범죄,문서·인장,충청남도,서산시,26
2011,지능범죄,문서·인장,충청남도,아산시,82
2011,지능범죄,문서·인장,충청남도,천안시,160
2011,지능범죄,문서·인장,전라북도,군산시,92
2011,지능범죄,문서·인장,전라북도,익산시,102
2011,지능범죄,문서·인장,전라북도,전주시,187
2011,지능범죄,문서·인장,전라북도,정읍시,34
2011,지능범죄,문서·인장,전라남도,목포시,88
2011,지능범죄,문서·인장,전라남도,순천시,69
2011,지능범죄,문서·인장,전라남도,여수시,59
2011,지능범죄,문서·인장,경상북도,경산시,50
2011,지능범죄,문서·인장,경상북도,경주시,77
2011,지능범죄,문서·인장,경상북도,구미시,109
2011,지능범죄,문서·인장,경상북도,김천시,27
2011,지능범죄,문서·인장,경상북도,안동시,40
2011,지능범죄,문서·인장,경상북도,포항시,94
2011,지능범죄,문서·인장,경상남도,거제시,51
2011,지능범죄,문서·인장,경상남도,김해시,126
2011,지능범죄,문서·인장,경상남도,마산시,125
2011,지능범죄,문서·인장,경상남도,양산시,57
2011,지능범죄,문서·인장,경상남도,진주시,59
2011,지능범죄,문서·인장,경상남도,창원시,143
2011,지능범죄,문서·인장,제주특별자치도,제주시,181
2011,지능범죄,문서·인장,기타도시,기타도시,1070
2011,지능범죄,문서·인장,도시이외,도시이외,1298
2011,지능범죄,유가증권인지,합계,합계,803
2011,지능범죄,유가증권인지,서울시,서울시,314
2011,지능범죄,유가증권인지,부산시,부산시,46
2011,지능범죄,유가증권인지,대구시,대구시,41
2011,지능범죄,유가증권인지,인천시,인천시,66
2011,지능범죄,유가증권인지,광주시,광주시,21
2011,지능범죄,유가증권인지,대전시,대전시,13
2011,지능범죄,유가증권인지,울산시,울산시,7
2011,지능범죄,유가증권인지,경기도,고양시,18
2011,지능범죄,유가증권인지,경기도,광명시,3
2011,지능범죄,유가증권인지,경기도,구리시,4
2011,지능범죄,유가증권인지,경기도,군포시,1
2011,지능범죄,유가증권인지,경기도,남양주시,3
2011,지능범죄,유가증권인지,경기도,부천시,17
2011,지능범죄,유가증권인지,경기도,성남시,9
2011,지능범죄,유가증권인지,경기도,수원시,12
2011,지능범죄,유가증권인지,경기도,시흥시,11
2011,지능범죄,유가증권인지,경기도,안산시,10
2011,지능범죄,유가증권인지,경기도,안양시,9
2011,지능범죄,유가증권인지,경기도,용인시,13
2011,지능범죄,유가증권인지,경기도,의정부시,5
2011,지능범죄,유가증권인지,경기도,이천시,2
2011,지능범죄,유가증권인지,경기도,파주시,3
2011,지능범죄,유가증권인지,강원도,강릉시,3
2011,지능범죄,유가증권인지,강원도,원주시,3
2011,지능범죄,유가증권인지,강원도,춘천시,1
2011,지능범죄,유가증권인지,충청북도,제천시,3
2011,지능범죄,유가증권인지,충청북도,청주시,8
2011,지능범죄,유가증권인지,충청북도,충주시,1
2011,지능범죄,유가증권인지,충청남도,서산시,2
2011,지능범죄,유가증권인지,충청남도,아산시,3
2011,지능범죄,유가증권인지,충청남도,천안시,1
2011,지능범죄,유가증권인지,전라북도,군산시,3
2011,지능범죄,유가증권인지,전라북도,익산시,4
2011,지능범죄,유가증권인지,전라북도,전주시,6
2011,지능범죄,유가증권인지,전라북도,정읍시,1
2011,지능범죄,유가증권인지,전라남도,목포시,3
2011,지능범죄,유가증권인지,전라남도,순천시,1
2011,지능범죄,유가증권인지,전라남도,여수시,1
2011,지능범죄,유가증권인지,경상북도,경산시,1
2011,지능범죄,유가증권인지,경상북도,경주시,3
2011,지능범죄,유가증권인지,경상북도,구미시,2
2011,지능범죄,유가증권인지,경상북도,김천시,3
2011,지능범죄,유가증권인지,경상북도,포항시,1
2011,지능범죄,유가증권인지,경상남도,김해시,4
2011,지능범죄,유가증권인지,경상남도,마산시,2
2011,지능범죄,유가증권인지,경상남도,양산시,2
2011,지능범죄,유가증권인지,경상남도,진주시,1
2011,지능범죄,유가증권인지,경상남도,창원시,5
2011,지능범죄,유가증권인지,제주특별자치도,제주시,1
2011,지능범죄,유가증권인지,기타도시,기타도시,73
2011,지능범죄,유가증권인지,도시이외,도시이외,33
2011,지능범죄,사기,합계,합계,223470
2011,지능범죄,사기,서울시,서울시,55194
2011,지능범죄,사기,부산시,부산시,24372
2011,지능범죄,사기,대구시,대구시,10968
2011,지능범죄,사기,인천시,인천시,9531
2011,지능범죄,사기,광주시,광주시,6491
2011,지능범죄,사기,대전시,대전시,6058
2011,지능범죄,사기,울산시,울산시,3826
2011,지능범죄,사기,경기도,고양시,3139
2011,지능범죄,사기,경기도,광명시,775
2011,지능범죄,사기,경기도,구리시,863
2011,지능범죄,사기,경기도,군포시,738
2011,지능범죄,사기,경기도,남양주시,1320
2011,지능범죄,사기,경기도,부천시,4187
2011,지능범죄,사기,경기도,성남시,3534
2011,지능범죄,사기,경기도,수원시,4340
2011,지능범죄,사기,경기도,시흥시,2093
2011,지능범죄,사기,경기도,안산시,3427
2011,지능범죄,사기,경기도,안양시,2177
2011,지능범죄,사기,경기도,용인시,1837
2011,지능범죄,사기,경기도,의정부시,2029
2011,지능범죄,사기,경기도,이천시,731
2011,지능범죄,사기,경기도,파주시,1263
2011,지능범죄,사기,경기도,평택시,1700
2011,지능범죄,사기,강원도,강릉시,917
2011,지능범죄,사기,강원도,원주시,1345
2011,지능범죄,사기,강원도,춘천시,833
2011,지능범죄,사기,충청북도,제천시,420
2011,지능범죄,사기,충청북도,청주시,2078
2011,지능범죄,사기,충청북도,충주시,773
2011,지능범죄,사기,충청남도,논산시,481
2011,지능범죄,사기,충청남도,서산시,683
2011,지능범죄,사기,충청남도,아산시,779
2011,지능범죄,사기,충청남도,천안시,2603
2011,지능범죄,사기,전라북도,군산시,1704
2011,지능범죄,사기,전라북도,익산시,891
2011,지능범죄,사기,전라북도,전주시,2039
2011,지능범죄,사기,전라북도,정읍시,464
2011,지능범죄,사기,전라남도,목포시,1619
2011,지능범죄,사기,전라남도,순천시,1225
2011,지능범죄,사기,전라남도,여수시,1065
2011,지능범죄,사기,경상북도,경산시,770
2011,지능범죄,사기,경상북도,경주시,1189
2011,지능범죄,사기,경상북도,구미시,1794
2011,지능범죄,사기,경상북도,김천시,315
2011,지능범죄,사기,경상북도,안동시,698
2011,지능범죄,사기,경상북도,포항시,1938
2011,지능범죄,사기,경상남도,거제시,1174
2011,지능범죄,사기,경상남도,김해시,1770
2011,지능범죄,사기,경상남도,마산시,1654
2011,지능범죄,사기,경상남도,양산시,831
2011,지능범죄,사기,경상남도,진주시,1287
2011,지능범죄,사기,경상남도,창원시,2999
2011,지능범죄,사기,제주특별자치도,제주시,2773
2011,지능범죄,사기,기타도시,기타도시,15941
2011,지능범죄,사기,도시이외,도시이외,17825
2011,지능범죄,횡령,합계,합계,26767
2011,지능범죄,횡령,서울시,서울시,6783
2011,지능범죄,횡령,부산시,부산시,1897
2011,지능범죄,횡령,대구시,대구시,1007
2011,지능범죄,횡령,인천시,인천시,1299
2011,지능범죄,횡령,광주시,광주시,810
2011,지능범죄,횡령,대전시,대전시,711
2011,지능범죄,횡령,울산시,울산시,434
2011,지능범죄,횡령,경기도,고양시,587
2011,지능범죄,횡령,경기도,광명시,141
2011,지능범죄,횡령,경기도,구리시,109
2011,지능범죄,횡령,경기도,군포시,118
2011,지능범죄,횡령,경기도,남양주시,247
2011,지능범죄,횡령,경기도,부천시,569
2011,지능범죄,횡령,경기도,성남시,640
2011,지능범죄,횡령,경기도,수원시,594
2011,지능범죄,횡령,경기도,시흥시,211
2011,지능범죄,횡령,경기도,안산시,386
2011,지능범죄,횡령,경기도,안양시,275
2011,지능범죄,횡령,경기도,용인시,348
2011,지능범죄,횡령,경기도,의정부시,274
2011,지능범죄,횡령,경기도,이천시,111
2011,지능범죄,횡령,경기도,파주시,192
2011,지능범죄,횡령,경기도,평택시,215
2011,지능범죄,횡령,강원도,강릉시,90
2011,지능범죄,횡령,강원도,원주시,186
2011,지능범죄,횡령,강원도,춘천시,109
2011,지능범죄,횡령,충청북도,제천시,67
2011,지능범죄,횡령,충청북도,청주시,219
2011,지능범죄,횡령,충청북도,충주시,83
2011,지능범죄,횡령,충청남도,논산시,61
2011,지능범죄,횡령,충청남도,서산시,50
2011,지능범죄,횡령,충청남도,아산시,113
2011,지능범죄,횡령,충청남도,천안시,271
2011,지능범죄,횡령,전라북도,군산시,114
2011,지능범죄,횡령,전라북도,익산시,111
2011,지능범죄,횡령,전라북도,전주시,276
2011,지능범죄,횡령,전라북도,정읍시,52
2011,지능범죄,횡령,전라남도,목포시,127
2011,지능범죄,횡령,전라남도,순천시,104
2011,지능범죄,횡령,전라남도,여수시,109
2011,지능범죄,횡령,경상북도,경산시,98
2011,지능범죄,횡령,경상북도,경주시,129
2011,지능범죄,횡령,경상북도,구미시,180
2011,지능범죄,횡령,경상북도,김천시,31
2011,지능범죄,횡령,경상북도,안동시,69
2011,지능범죄,횡령,경상북도,포항시,186
2011,지능범죄,횡령,경상남도,거제시,210
2011,지능범죄,횡령,경상남도,김해시,235
2011,지능범죄,횡령,경상남도,마산시,159
2011,지능범죄,횡령,경상남도,양산시,125
2011,지능범죄,횡령,경상남도,진주시,138
2011,지능범죄,횡령,경상남도,창원시,238
2011,지능범죄,횡령,제주특별자치도,제주시,351
2011,지능범죄,횡령,기타도시,기타도시,2306
2011,지능범죄,횡령,도시이외,도시이외,2212
2011,지능범죄,배임,합계,합계,4725
2011,지능범죄,배임,서울시,서울시,1248
2011,지능범죄,배임,부산시,부산시,374
2011,지능범죄,배임,대구시,대구시,104
2011,지능범죄,배임,인천시,인천시,213
2011,지능범죄,배임,광주시,광주시,105
2011,지능범죄,배임,대전시,대전시,89
2011,지능범죄,배임,울산시,울산시,65
2011,지능범죄,배임,경기도,고양시,77
2011,지능범죄,배임,경기도,광명시,11
2011,지능범죄,배임,경기도,구리시,15
2011,지능범죄,배임,경기도,군포시,13
2011,지능범죄,배임,경기도,남양주시,41
2011,지능범죄,배임,경기도,부천시,64
2011,지능범죄,배임,경기도,성남시,68
2011,지능범죄,배임,경기도,수원시,51
2011,지능범죄,배임,경기도,시흥시,34
2011,지능범죄,배임,경기도,안산시,47
2011,지능범죄,배임,경기도,안양시,51
2011,지능범죄,배임,경기도,용인시,47
2011,지능범죄,배임,경기도,의정부시,21
2011,지능범죄,배임,경기도,이천시,18
2011,지능범죄,배임,경기도,파주시,38
2011,지능범죄,배임,경기도,평택시,22
2011,지능범죄,배임,강원도,강릉시,9
2011,지능범죄,배임,강원도,원주시,15
2011,지능범죄,배임,강원도,춘천시,21
2011,지능범죄,배임,충청북도,제천시,5
2011,지능범죄,배임,충청북도,청주시,42
2011,지능범죄,배임,충청북도,충주시,16
2011,지능범죄,배임,충청남도,논산시,8
2011,지능범죄,배임,충청남도,서산시,9
2011,지능범죄,배임,충청남도,아산시,22
2011,지능범죄,배임,충청남도,천안시,33
2011,지능범죄,배임,전라북도,군산시,20
2011,지능범죄,배임,전라북도,익산시,17
2011,지능범죄,배임,전라북도,전주시,37
2011,지능범죄,배임,전라북도,정읍시,7
2011,지능범죄,배임,전라남도,목포시,26
2011,지능범죄,배임,전라남도,순천시,15
2011,지능범죄,배임,전라남도,여수시,25
2011,지능범죄,배임,경상북도,경산시,18
2011,지능범죄,배임,경상북도,경주시,29
2011,지능범죄,배임,경상북도,구미시,36
2011,지능범죄,배임,경상북도,김천시,15
2011,지능범죄,배임,경상북도,안동시,3
2011,지능범죄,배임,경상북도,포항시,30
2011,지능범죄,배임,경상남도,거제시,17
2011,지능범죄,배임,경상남도,김해시,34
2011,지능범죄,배임,경상남도,마산시,17
2011,지능범죄,배임,경상남도,양산시,18
2011,지능범죄,배임,경상남도,진주시,14
2011,지능범죄,배임,경상남도,창원시,37
2011,지능범죄,배임,제주특별자치도,제주시,281
2011,지능범죄,배임,기타도시,기타도시,606
2011,지능범죄,배임,도시이외,도시이외,427
2012,계,소계,합계,합계,1793400
2012,계,소계,서울시,서울시,360468
2012,계,소계,부산시,부산시,137788
2012,계,소계,대구시,대구시,97968
2012,계,소계,인천시,인천시,92766
