시점,죄종별(1),죄종별(2),검거자별(1),검거자별(2),데이터
2019,지능범죄,증수뢰,경찰,교통,1
2019,지능범죄,증수뢰,경찰,검문소,0
2019,지능범죄,증수뢰,경찰,기타경찰,7
2019,지능범죄,증수뢰,민간인,방범원,0
2019,지능범죄,증수뢰,민간인,경비원,0
2019,지능범죄,증수뢰,민간인,피해자,0
2019,지능범죄,증수뢰,민간인,기타민간인,0
2019,지능범죄,증수뢰,민간인,기타,0
2019,지능범죄,증수뢰,미상,소계,238
2019,지능범죄,통화,계,소계,857
2019,지능범죄,통화,경찰,수사·형사,72
2019,지능범죄,통화,경찰,외근·112차,10
2019,지능범죄,통화,경찰,교통,0
2019,지능범죄,통화,경찰,검문소,0
2019,지능범죄,통화,경찰,기타경찰,2
2019,지능범죄,통화,민간인,방범원,0
2019,지능범죄,통화,민간인,경비원,0
2019,지능범죄,통화,민간인,피해자,2
2019,지능범죄,통화,민간인,기타민간인,0
2019,지능범죄,통화,민간인,기타,1
2019,지능범죄,통화,미상,소계,770
2019,지능범죄,문서·인장,계,소계,17861
2019,지능범죄,문서·인장,경찰,수사·형사,9908
2019,지능범죄,문서·인장,경찰,외근·112차,542
2019,지능범죄,문서·인장,경찰,교통,54
2019,지능범죄,문서·인장,경찰,검문소,0
2019,지능범죄,문서·인장,경찰,기타경찰,643
2019,지능범죄,문서·인장,민간인,방범원,0
2019,지능범죄,문서·인장,민간인,경비원,0
2019,지능범죄,문서·인장,민간인,피해자,5
2019,지능범죄,문서·인장,민간인,기타민간인,3
2019,지능범죄,문서·인장,민간인,기타,126
2019,지능범죄,문서·인장,미상,소계,6580
2019,지능범죄,유가증권인지,계,소계,257
2019,지능범죄,유가증권인지,경찰,수사·형사,108
2019,지능범죄,유가증권인지,경찰,외근·112차,2
2019,지능범죄,유가증권인지,경찰,교통,0
2019,지능범죄,유가증권인지,경찰,검문소,0
2019,지능범죄,유가증권인지,경찰,기타경찰,5
2019,지능범죄,유가증권인지,민간인,방범원,0
2019,지능범죄,유가증권인지,민간인,경비원,0
2019,지능범죄,유가증권인지,민간인,피해자,0
2019,지능범죄,유가증권인지,민간인,기타민간인,0
2019,지능범죄,유가증권인지,민간인,기타,3
2019,지능범죄,유가증권인지,미상,소계,139
2019,지능범죄,사기,계,소계,350039
2019,지능범죄,사기,경찰,수사·형사,165971
2019,지능범죄,사기,경찰,외근·112차,10844
2019,지능범죄,사기,경찰,교통,1039
2019,지능범죄,사기,경찰,검문소,0
2019,지능범죄,사기,경찰,기타경찰,2915
2019,지능범죄,사기,민간인,방범원,2
2019,지능범죄,사기,민간인,경비원,6
2019,지능범죄,사기,민간인,피해자,90
2019,지능범죄,사기,민간인,기타민간인,28
2019,지능범죄,사기,민간인,기타,1485
2019,지능범죄,사기,미상,소계,167659
2019,지능범죄,횡령,계,소계,38096
2019,지능범죄,횡령,경찰,수사·형사,24720
2019,지능범죄,횡령,경찰,외근·112차,1580
2019,지능범죄,횡령,경찰,교통,24
2019,지능범죄,횡령,경찰,검문소,0
2019,지능범죄,횡령,경찰,기타경찰,763
2019,지능범죄,횡령,민간인,방범원,0
2019,지능범죄,횡령,민간인,경비원,2
2019,지능범죄,횡령,민간인,피해자,34
2019,지능범죄,횡령,민간인,기타민간인,17
2019,지능범죄,횡령,민간인,기타,159
2019,지능범죄,횡령,미상,소계,10797
2019,지능범죄,배임,계,소계,8654
2019,지능범죄,배임,경찰,수사·형사,4716
2019,지능범죄,배임,경찰,외근·112차,12
2019,지능범죄,배임,경찰,교통,1
2019,지능범죄,배임,경찰,검문소,0
2019,지능범죄,배임,경찰,기타경찰,73
2019,지능범죄,배임,민간인,방범원,0
2019,지능범죄,배임,민간인,경비원,0
2019,지능범죄,배임,민간인,피해자,1
2019,지능범죄,배임,민간인,기타민간인,1
2019,지능범죄,배임,민간인,기타,22
2019,지능범죄,배임,미상,소계,3828
2020,지능범죄,소계,계,소계,440208
2020,지능범죄,소계,경찰,수사·형사,200622
2020,지능범죄,소계,경찰,외근·112차,10688
2020,지능범죄,소계,경찰,교통,1494
2020,지능범죄,소계,경찰,검문소,0
2020,지능범죄,소계,경찰,기타경찰,4521
2020,지능범죄,소계,민간인,방범원,2
2020,지능범죄,소계,민간인,경비원,8
2020,지능범죄,소계,민간인,피해자,141
2020,지능범죄,소계,민간인,기타민간인,43
2020,지능범죄,소계,민간인,기타,1788
2020,지능범죄,소계,미상,소계,220901
2020,지능범죄,직무유기,계,소계,1300
2020,지능범죄,직무유기,경찰,수사·형사,433
2020,지능범죄,직무유기,경찰,외근·112차,2
2020,지능범죄,직무유기,경찰,교통,0
2020,지능범죄,직무유기,경찰,검문소,0
2020,지능범죄,직무유기,경찰,기타경찰,3
2020,지능범죄,직무유기,민간인,방범원,0
2020,지능범죄,직무유기,민간인,경비원,0
2020,지능범죄,직무유기,민간인,피해자,0
2020,지능범죄,직무유기,민간인,기타민간인,0
2020,지능범죄,직무유기,민간인,기타,0
2020,지능범죄,직무유기,미상,소계,862
2020,지능범죄,직권남용,계,소계,1322
2020,지능범죄,직권남용,경찰,수사·형사,467
2020,지능범죄,직권남용,경찰,외근·112차,0
2020,지능범죄,직권남용,경찰,교통,0
2020,지능범죄,직권남용,경찰,검문소,0
2020,지능범죄,직권남용,경찰,기타경찰,7
2020,지능범죄,직권남용,민간인,방범원,0
2020,지능범죄,직권남용,민간인,경비원,0
2020,지능범죄,직권남용,민간인,피해자,0
2020,지능범죄,직권남용,민간인,기타민간인,0
2020,지능범죄,직권남용,민간인,기타,0
2020,지능범죄,직권남용,미상,소계,848
2020,지능범죄,증수뢰,계,소계,844
2020,지능범죄,증수뢰,경찰,수사·형사,634
2020,지능범죄,증수뢰,경찰,외근·112차,6
2020,지능범죄,증수뢰,경찰,교통,0
2020,지능범죄,증수뢰,경찰,검문소,0
2020,지능범죄,증수뢰,경찰,기타경찰,15
2020,지능범죄,증수뢰,민간인,방범원,0
2020,지능범죄,증수뢰,민간인,경비원,0
2020,지능범죄,증수뢰,민간인,피해자,0
2020,지능범죄,증수뢰,민간인,기타민간인,0
2020,지능범죄,증수뢰,민간인,기타,1
2020,지능범죄,증수뢰,미상,소계,188
2020,지능범죄,통화,계,소계,612
2020,지능범죄,통화,경찰,수사·형사,42
2020,지능범죄,통화,경찰,외근·112차,2
2020,지능범죄,통화,경찰,교통,0
2020,지능범죄,통화,경찰,검문소,0
2020,지능범죄,통화,경찰,기타경찰,3
2020,지능범죄,통화,민간인,방범원,0
2020,지능범죄,통화,민간인,경비원,0
2020,지능범죄,통화,민간인,피해자,0
2020,지능범죄,통화,민간인,기타민간인,0
2020,지능범죄,통화,민간인,기타,1
2020,지능범죄,통화,미상,소계,564
2020,지능범죄,문서·인장,계,소계,17942
2020,지능범죄,문서·인장,경찰,수사·형사,9211
2020,지능범죄,문서·인장,경찰,외근·112차,437
2020,지능범죄,문서·인장,경찰,교통,71
2020,지능범죄,문서·인장,경찰,검문소,0
2020,지능범죄,문서·인장,경찰,기타경찰,518
2020,지능범죄,문서·인장,민간인,방범원,0
2020,지능범죄,문서·인장,민간인,경비원,3
2020,지능범죄,문서·인장,민간인,피해자,6
2020,지능범죄,문서·인장,민간인,기타민간인,4
2020,지능범죄,문서·인장,민간인,기타,110
2020,지능범죄,문서·인장,미상,소계,7582
2020,지능범죄,유가증권인지,계,소계,136
2020,지능범죄,유가증권인지,경찰,수사·형사,72
2020,지능범죄,유가증권인지,경찰,외근·112차,5
2020,지능범죄,유가증권인지,경찰,교통,0
2020,지능범죄,유가증권인지,경찰,검문소,0
2020,지능범죄,유가증권인지,경찰,기타경찰,1
2020,지능범죄,유가증권인지,민간인,방범원,0
2020,지능범죄,유가증권인지,민간인,경비원,0
2020,지능범죄,유가증권인지,민간인,피해자,0
2020,지능범죄,유가증권인지,민간인,기타민간인,0
2020,지능범죄,유가증권인지,민간인,기타,1
2020,지능범죄,유가증권인지,미상,소계,57
2020,지능범죄,사기,계,소계,369995
2020,지능범죄,사기,경찰,수사·형사,160264
2020,지능범죄,사기,경찰,외근·112차,8768
2020,지능범죄,사기,경찰,교통,1397
2020,지능범죄,사기,경찰,검문소,0
2020,지능범죄,사기,경찰,기타경찰,3260
2020,지능범죄,사기,민간인,방범원,2
2020,지능범죄,사기,민간인,경비원,4
2020,지능범죄,사기,민간인,피해자,104
2020,지능범죄,사기,민간인,기타민간인,32
2020,지능범죄,사기,민간인,기타,1489
2020,지능범죄,사기,미상,소계,194675
2020,지능범죄,횡령,계,소계,39282
2020,지능범죄,횡령,경찰,수사·형사,24924
2020,지능범죄,횡령,경찰,외근·112차,1452
2020,지능범죄,횡령,경찰,교통,25
2020,지능범죄,횡령,경찰,검문소,0
2020,지능범죄,횡령,경찰,기타경찰,642
2020,지능범죄,횡령,민간인,방범원,0
2020,지능범죄,횡령,민간인,경비원,0
2020,지능범죄,횡령,민간인,피해자,30
2020,지능범죄,횡령,민간인,기타민간인,7
2020,지능범죄,횡령,민간인,기타,158
2020,지능범죄,횡령,미상,소계,12044
2020,지능범죄,배임,계,소계,8775
2020,지능범죄,배임,경찰,수사·형사,4575
2020,지능범죄,배임,경찰,외근·112차,16
2020,지능범죄,배임,경찰,교통,1
2020,지능범죄,배임,경찰,검문소,0
2020,지능범죄,배임,경찰,기타경찰,72
2020,지능범죄,배임,민간인,방범원,0
2020,지능범죄,배임,민간인,경비원,1
2020,지능범죄,배임,민간인,피해자,1
2020,지능범죄,배임,민간인,기타민간인,0
2020,지능범죄,배임,민간인,기타,28
2020,지능범죄,배임,미상,소계,4081
