시점,범죄발생장소별(1),죄종별(1),죄종별(2),데이터
2011,계,계,소계,1752598
2011,계,강력범죄,살인기수,427
2011,계,강력범죄,살인미수등,777
2011,계,강력범죄,강도,3994
2011,계,강력범죄,강간·강제추행,19498
2011,계,강력범죄,방화,2003
2011,계,폭력범죄,상해,67206
2011,계,폭력범죄,폭행,126651
2011,계,폭력범죄,체포·감금,832
2011,계,폭력범죄,협박,3578
2011,계,폭력범죄,약취·유인,266
2011,계,폭력범죄,폭력행위등,46729
2011,계,폭력범죄,공갈,5239
2011,계,폭력범죄,손괴,61444
2011,계,지능범죄,소계,279802
2011,계,지능범죄,직무유기,377
2011,계,지능범죄,직권남용,226
2011,계,지능범죄,증수뢰,586
2011,계,지능범죄,통화,7900
2011,계,지능범죄,문서·인장,14948
2011,계,지능범죄,유가증권인지,803
2011,계,지능범죄,사기,223470
2011,계,지능범죄,횡령,26767
2011,계,지능범죄,배임,4725
2011,계,풍속범죄,성풍속범죄,13381
2011,계,풍속범죄,도박범죄,15453
2011,"아파트, 연립다세대",계,소계,59344
2011,"아파트, 연립다세대",강력범죄,살인기수,123
2011,"아파트, 연립다세대",강력범죄,살인미수등,97
2011,"아파트, 연립다세대",강력범죄,강도,323
2011,"아파트, 연립다세대",강력범죄,강간·강제추행,1882
2011,"아파트, 연립다세대",강력범죄,방화,337
2011,"아파트, 연립다세대",폭력범죄,상해,4049
2011,"아파트, 연립다세대",폭력범죄,폭행,5864
2011,"아파트, 연립다세대",폭력범죄,체포·감금,50
2011,"아파트, 연립다세대",폭력범죄,협박,428
2011,"아파트, 연립다세대",폭력범죄,약취·유인,20
2011,"아파트, 연립다세대",폭력범죄,폭력행위등,2175
2011,"아파트, 연립다세대",폭력범죄,공갈,183
2011,"아파트, 연립다세대",폭력범죄,손괴,2738
2011,"아파트, 연립다세대",지능범죄,소계,8995
2011,"아파트, 연립다세대",지능범죄,직무유기,6
2011,"아파트, 연립다세대",지능범죄,직권남용,3
2011,"아파트, 연립다세대",지능범죄,증수뢰,1
2011,"아파트, 연립다세대",지능범죄,통화,5
2011,"아파트, 연립다세대",지능범죄,문서·인장,298
2011,"아파트, 연립다세대",지능범죄,유가증권인지,7
2011,"아파트, 연립다세대",지능범죄,사기,7925
2011,"아파트, 연립다세대",지능범죄,횡령,605
2011,"아파트, 연립다세대",지능범죄,배임,145
2011,"아파트, 연립다세대",풍속범죄,성풍속범죄,1135
2011,"아파트, 연립다세대",풍속범죄,도박범죄,573
2011,단독주택,계,소계,85371
2011,단독주택,강력범죄,살인기수,103
2011,단독주택,강력범죄,살인미수등,163
2011,단독주택,강력범죄,강도,413
2011,단독주택,강력범죄,강간·강제추행,2221
2011,단독주택,강력범죄,방화,338
2011,단독주택,폭력범죄,상해,3977
2011,단독주택,폭력범죄,폭행,5146
2011,단독주택,폭력범죄,체포·감금,80
2011,단독주택,폭력범죄,협박,537
2011,단독주택,폭력범죄,약취·유인,27
2011,단독주택,폭력범죄,폭력행위등,2180
2011,단독주택,폭력범죄,공갈,186
2011,단독주택,폭력범죄,손괴,2732
2011,단독주택,지능범죄,소계,17087
2011,단독주택,지능범죄,직무유기,12
2011,단독주택,지능범죄,직권남용,4
2011,단독주택,지능범죄,증수뢰,7
2011,단독주택,지능범죄,통화,19
2011,단독주택,지능범죄,문서·인장,636
2011,단독주택,지능범죄,유가증권인지,11
2011,단독주택,지능범죄,사기,15458
2011,단독주택,지능범죄,횡령,770
2011,단독주택,지능범죄,배임,170
2011,단독주택,풍속범죄,성풍속범죄,2284
2011,단독주택,풍속범죄,도박범죄,1957
2011,고속도로,계,소계,4942
2011,고속도로,강력범죄,살인기수,1
2011,고속도로,강력범죄,강도,4
2011,고속도로,강력범죄,강간·강제추행,13
2011,고속도로,강력범죄,방화,1
2011,고속도로,폭력범죄,상해,76
2011,고속도로,폭력범죄,폭행,137
2011,고속도로,폭력범죄,체포·감금,5
2011,고속도로,폭력범죄,협박,4
2011,고속도로,폭력범죄,폭력행위등,46
2011,고속도로,폭력범죄,손괴,24
2011,고속도로,지능범죄,소계,128
2011,고속도로,지능범죄,직무유기,1
2011,고속도로,지능범죄,증수뢰,1
2011,고속도로,지능범죄,통화,3
2011,고속도로,지능범죄,문서·인장,6
2011,고속도로,지능범죄,사기,90
2011,고속도로,지능범죄,횡령,27
2011,고속도로,풍속범죄,성풍속범죄,2
2011,노상,계,소계,709011
2011,노상,강력범죄,살인기수,46
2011,노상,강력범죄,살인미수등,171
2011,노상,강력범죄,강도,1078
2011,노상,강력범죄,강간·강제추행,2658
2011,노상,강력범죄,방화,228
2011,노상,폭력범죄,상해,19830
2011,노상,폭력범죄,폭행,36848
2011,노상,폭력범죄,체포·감금,192
2011,노상,폭력범죄,협박,554
2011,노상,폭력범죄,약취·유인,99
2011,노상,폭력범죄,폭력행위등,14430
2011,노상,폭력범죄,공갈,1758
2011,노상,폭력범죄,손괴,18618
2011,노상,지능범죄,소계,12453
2011,노상,지능범죄,직무유기,32
2011,노상,지능범죄,직권남용,33
2011,노상,지능범죄,증수뢰,28
2011,노상,지능범죄,통화,93
2011,노상,지능범죄,문서·인장,426
2011,노상,지능범죄,유가증권인지,25
2011,노상,지능범죄,사기,9331
2011,노상,지능범죄,횡령,2418
2011,노상,지능범죄,배임,67
2011,노상,풍속범죄,성풍속범죄,494
2011,노상,풍속범죄,도박범죄,73
2011,백화점,계,소계,2055
2011,백화점,강력범죄,강도,5
2011,백화점,강력범죄,강간·강제추행,11
2011,백화점,폭력범죄,상해,52
2011,백화점,폭력범죄,폭행,61
2011,백화점,폭력범죄,협박,4
2011,백화점,폭력범죄,폭력행위등,13
2011,백화점,폭력범죄,공갈,6
2011,백화점,폭력범죄,손괴,13
2011,백화점,지능범죄,소계,277
2011,백화점,지능범죄,통화,6
2011,백화점,지능범죄,문서·인장,2
2011,백화점,지능범죄,유가증권인지,1
2011,백화점,지능범죄,사기,176
2011,백화점,지능범죄,횡령,92
2011,백화점,풍속범죄,성풍속범죄,9
2011,슈퍼마켓,계,소계,6626
2011,슈퍼마켓,강력범죄,강도,57
2011,슈퍼마켓,강력범죄,강간·강제추행,38
2011,슈퍼마켓,강력범죄,방화,6
2011,슈퍼마켓,폭력범죄,상해,160
2011,슈퍼마켓,폭력범죄,폭행,332
2011,슈퍼마켓,폭력범죄,체포·감금,1
2011,슈퍼마켓,폭력범죄,협박,8
2011,슈퍼마켓,폭력범죄,약취·유인,1
2011,슈퍼마켓,폭력범죄,폭력행위등,117
2011,슈퍼마켓,폭력범죄,공갈,26
2011,슈퍼마켓,폭력범죄,손괴,122
2011,슈퍼마켓,지능범죄,소계,696
2011,슈퍼마켓,지능범죄,통화,114
2011,슈퍼마켓,지능범죄,문서·인장,24
2011,슈퍼마켓,지능범죄,유가증권인지,8
2011,슈퍼마켓,지능범죄,사기,430
2011,슈퍼마켓,지능범죄,횡령,117
2011,슈퍼마켓,지능범죄,배임,3
2011,슈퍼마켓,풍속범죄,성풍속범죄,11
2011,슈퍼마켓,풍속범죄,도박범죄,30
2011,편의점,계,소계,6941
2011,편의점,강력범죄,살인기수,1
2011,편의점,강력범죄,살인미수등,2
2011,편의점,강력범죄,강도,291
2011,편의점,강력범죄,강간·강제추행,87
2011,편의점,강력범죄,방화,1
2011,편의점,폭력범죄,상해,234
2011,편의점,폭력범죄,폭행,623
2011,편의점,폭력범죄,협박,8
2011,편의점,폭력범죄,약취·유인,1
2011,편의점,폭력범죄,폭력행위등,142
2011,편의점,폭력범죄,공갈,36
2011,편의점,폭력범죄,손괴,163
2011,편의점,지능범죄,소계,1199
2011,편의점,지능범죄,통화,62
2011,편의점,지능범죄,문서·인장,86
2011,편의점,지능범죄,유가증권인지,20
2011,편의점,지능범죄,사기,890
2011,편의점,지능범죄,횡령,140
2011,편의점,지능범죄,배임,1
2011,편의점,풍속범죄,성풍속범죄,17
2011,편의점,풍속범죄,도박범죄,8
2011,대형할인매장,계,소계,3448
2011,대형할인매장,강력범죄,살인미수등,1
2011,대형할인매장,강력범죄,강도,10
2011,대형할인매장,강력범죄,강간·강제추행,13
2011,대형할인매장,폭력범죄,상해,57
2011,대형할인매장,폭력범죄,폭행,76
2011,대형할인매장,폭력범죄,협박,2
2011,대형할인매장,폭력범죄,폭력행위등,16
2011,대형할인매장,폭력범죄,공갈,5
2011,대형할인매장,폭력범죄,손괴,17
2011,대형할인매장,지능범죄,소계,172
2011,대형할인매장,지능범죄,통화,25
2011,대형할인매장,지능범죄,문서·인장,5
2011,대형할인매장,지능범죄,유가증권인지,1
2011,대형할인매장,지능범죄,사기,86
2011,대형할인매장,지능범죄,횡령,53
2011,대형할인매장,지능범죄,배임,2
2011,대형할인매장,풍속범죄,성풍속범죄,16
2011,상점,계,소계,34555
2011,상점,강력범죄,살인기수,3
2011,상점,강력범죄,살인미수등,12
2011,상점,강력범죄,강도,125
2011,상점,강력범죄,강간·강제추행,154
2011,상점,강력범죄,방화,59
2011,상점,폭력범죄,상해,880
2011,상점,폭력범죄,폭행,1408
2011,상점,폭력범죄,체포·감금,5
2011,상점,폭력범죄,협박,51
2011,상점,폭력범죄,약취·유인,1
2011,상점,폭력범죄,폭력행위등,473
2011,상점,폭력범죄,공갈,78
2011,상점,폭력범죄,손괴,1128
2011,상점,지능범죄,소계,10124
2011,상점,지능범죄,직권남용,1
2011,상점,지능범죄,증수뢰,8
2011,상점,지능범죄,통화,203
2011,상점,지능범죄,문서·인장,238
2011,상점,지능범죄,유가증권인지,27
2011,상점,지능범죄,사기,8854
2011,상점,지능범죄,횡령,753
2011,상점,지능범죄,배임,40
2011,상점,풍속범죄,성풍속범죄,57
2011,상점,풍속범죄,도박범죄,465
2011,"시장,노점",계,소계,12632
2011,"시장,노점",강력범죄,살인기수,3
2011,"시장,노점",강력범죄,살인미수등,7
2011,"시장,노점",강력범죄,강도,24
2011,"시장,노점",강력범죄,강간·강제추행,110
2011,"시장,노점",강력범죄,방화,31
2011,"시장,노점",폭력범죄,상해,713
2011,"시장,노점",폭력범죄,폭행,1083
2011,"시장,노점",폭력범죄,체포·감금,3
2011,"시장,노점",폭력범죄,협박,23
2011,"시장,노점",폭력범죄,약취·유인,1
2011,"시장,노점",폭력범죄,폭력행위등,538
2011,"시장,노점",폭력범죄,공갈,94
2011,"시장,노점",폭력범죄,손괴,563
2011,"시장,노점",지능범죄,소계,2245
2011,"시장,노점",지능범죄,직무유기,3
2011,"시장,노점",지능범죄,직권남용,1
2011,"시장,노점",지능범죄,통화,139
2011,"시장,노점",지능범죄,문서·인장,75
2011,"시장,노점",지능범죄,유가증권인지,6
2011,"시장,노점",지능범죄,사기,1708
2011,"시장,노점",지능범죄,횡령,279
2011,"시장,노점",지능범죄,배임,34
2011,"시장,노점",풍속범죄,성풍속범죄,25
2011,"시장,노점",풍속범죄,도박범죄,221
2011,"숙박업소, 목욕탕",계,소계,22667
2011,"숙박업소, 목욕탕",강력범죄,살인기수,25
2011,"숙박업소, 목욕탕",강력범죄,살인미수등,16
2011,"숙박업소, 목욕탕",강력범죄,강도,195
2011,"숙박업소, 목욕탕",강력범죄,강간·강제추행,2520
2011,"숙박업소, 목욕탕",강력범죄,방화,45
2011,"숙박업소, 목욕탕",폭력범죄,상해,1132
2011,"숙박업소, 목욕탕",폭력범죄,폭행,1631
2011,"숙박업소, 목욕탕",폭력범죄,체포·감금,34
2011,"숙박업소, 목욕탕",폭력범죄,협박,59
2011,"숙박업소, 목욕탕",폭력범죄,약취·유인,20
2011,"숙박업소, 목욕탕",폭력범죄,폭력행위등,610
2011,"숙박업소, 목욕탕",폭력범죄,공갈,61
2011,"숙박업소, 목욕탕",폭력범죄,손괴,797
2011,"숙박업소, 목욕탕",지능범죄,소계,1863
2011,"숙박업소, 목욕탕",지능범죄,직권남용,1
2011,"숙박업소, 목욕탕",지능범죄,증수뢰,92
2011,"숙박업소, 목욕탕",지능범죄,통화,8
2011,"숙박업소, 목욕탕",지능범죄,문서·인장,55
2011,"숙박업소, 목욕탕",지능범죄,유가증권인지,6
2011,"숙박업소, 목욕탕",지능범죄,사기,1555
2011,"숙박업소, 목욕탕",지능범죄,횡령,138
2011,"숙박업소, 목욕탕",지능범죄,배임,8
2011,"숙박업소, 목욕탕",풍속범죄,성풍속범죄,701
2011,"숙박업소, 목욕탕",풍속범죄,도박범죄,183
2011,유흥접객업소,계,소계,100724
2011,유흥접객업소,강력범죄,살인기수,15
2011,유흥접객업소,강력범죄,살인미수등,65
2011,유흥접객업소,강력범죄,강도,257
2011,유흥접객업소,강력범죄,강간·강제추행,1283
2011,유흥접객업소,강력범죄,방화,84
2011,유흥접객업소,폭력범죄,상해,7677
2011,유흥접객업소,폭력범죄,폭행,11695
2011,유흥접객업소,폭력범죄,체포·감금,44
2011,유흥접객업소,폭력범죄,협박,197
2011,유흥접객업소,폭력범죄,약취·유인,6
2011,유흥접객업소,폭력범죄,폭력행위등,6057
2011,유흥접객업소,폭력범죄,공갈,356
2011,유흥접객업소,폭력범죄,손괴,2899
2011,유흥접객업소,지능범죄,소계,22799
2011,유흥접객업소,지능범죄,직무유기,3
2011,유흥접객업소,지능범죄,직권남용,4
2011,유흥접객업소,지능범죄,증수뢰,31
2011,유흥접객업소,지능범죄,통화,75
2011,유흥접객업소,지능범죄,문서·인장,274
2011,유흥접객업소,지능범죄,유가증권인지,23
2011,유흥접객업소,지능범죄,사기,21307
2011,유흥접객업소,지능범죄,횡령,978
2011,유흥접객업소,지능범죄,배임,104
2011,유흥접객업소,풍속범죄,성풍속범죄,207
2011,유흥접객업소,풍속범죄,도박범죄,1937
2011,사무실,계,소계,136437
2011,사무실,강력범죄,살인기수,12
2011,사무실,강력범죄,살인미수등,20
2011,사무실,강력범죄,강도,111
2011,사무실,강력범죄,강간·강제추행,276
2011,사무실,강력범죄,방화,65
2011,사무실,폭력범죄,상해,2509
2011,사무실,폭력범죄,폭행,2693
2011,사무실,폭력범죄,체포·감금,51
2011,사무실,폭력범죄,협박,426
2011,사무실,폭력범죄,약취·유인,3
2011,사무실,폭력범죄,폭력행위등,1044
2011,사무실,폭력범죄,공갈,269
2011,사무실,폭력범죄,손괴,892
2011,사무실,지능범죄,소계,77067
2011,사무실,지능범죄,직무유기,200
2011,사무실,지능범죄,직권남용,120
2011,사무실,지능범죄,증수뢰,257
2011,사무실,지능범죄,통화,210
2011,사무실,지능범죄,문서·인장,8045
2011,사무실,지능범죄,유가증권인지,290
2011,사무실,지능범죄,사기,56542
2011,사무실,지능범죄,횡령,8807
2011,사무실,지능범죄,배임,2596
2011,사무실,풍속범죄,성풍속범죄,2056
2011,사무실,풍속범죄,도박범죄,2963
2011,공장,계,소계,13051
2011,공장,강력범죄,살인기수,3
2011,공장,강력범죄,살인미수등,5
2011,공장,강력범죄,강도,12
2011,공장,강력범죄,강간·강제추행,29
2011,공장,강력범죄,방화,24
2011,공장,폭력범죄,상해,509
2011,공장,폭력범죄,폭행,409
2011,공장,폭력범죄,체포·감금,7
2011,공장,폭력범죄,협박,13
2011,공장,폭력범죄,폭력행위등,257
2011,공장,폭력범죄,공갈,11
2011,공장,폭력범죄,손괴,155
2011,공장,지능범죄,소계,2186
2011,공장,지능범죄,직무유기,4
2011,공장,지능범죄,직권남용,2
2011,공장,지능범죄,증수뢰,1
2011,공장,지능범죄,문서·인장,42
2011,공장,지능범죄,유가증권인지,2
2011,공장,지능범죄,사기,1561
2011,공장,지능범죄,횡령,429
2011,공장,지능범죄,배임,145
2011,공장,풍속범죄,성풍속범죄,1
2011,공장,풍속범죄,도박범죄,50
2011,"공사장,광산",계,소계,8504
2011,"공사장,광산",강력범죄,살인기수,1
2011,"공사장,광산",강력범죄,살인미수등,1
2011,"공사장,광산",강력범죄,강도,3
2011,"공사장,광산",강력범죄,강간·강제추행,15
2011,"공사장,광산",강력범죄,방화,9
2011,"공사장,광산",폭력범죄,상해,296
2011,"공사장,광산",폭력범죄,폭행,243
2011,"공사장,광산",폭력범죄,체포·감금,1
2011,"공사장,광산",폭력범죄,협박,18
2011,"공사장,광산",폭력범죄,폭력행위등,187
2011,"공사장,광산",폭력범죄,공갈,11
2011,"공사장,광산",폭력범죄,손괴,230
2011,"공사장,광산",지능범죄,소계,2346
2011,"공사장,광산",지능범죄,직무유기,4
2011,"공사장,광산",지능범죄,직권남용,2
2011,"공사장,광산",지능범죄,증수뢰,1
2011,"공사장,광산",지능범죄,문서·인장,40
2011,"공사장,광산",지능범죄,유가증권인지,1
2011,"공사장,광산",지능범죄,사기,1900
2011,"공사장,광산",지능범죄,횡령,351
2011,"공사장,광산",지능범죄,배임,47
2011,"공사장,광산",풍속범죄,도박범죄,3
2011,창고,계,소계,3363
2011,창고,강력범죄,살인기수,2
2011,창고,강력범죄,살인미수등,2
2011,창고,강력범죄,강도,6
2011,창고,강력범죄,강간·강제추행,23
2011,창고,강력범죄,방화,17
2011,창고,폭력범죄,상해,42
2011,창고,폭력범죄,폭행,32
2011,창고,폭력범죄,체포·감금,3
2011,창고,폭력범죄,협박,2
2011,창고,폭력범죄,폭력행위등,24
2011,창고,폭력범죄,공갈,2
2011,창고,폭력범죄,손괴,60
2011,창고,지능범죄,소계,275
2011,창고,지능범죄,직무유기,2
2011,창고,지능범죄,직권남용,1
2011,창고,지능범죄,증수뢰,1
2011,창고,지능범죄,사기,185
2011,창고,지능범죄,횡령,76
2011,창고,지능범죄,배임,10
2011,창고,풍속범죄,성풍속범죄,1
2011,창고,풍속범죄,도박범죄,72
2011,"역,대합실",계,소계,5867
2011,"역,대합실",강력범죄,강도,15
2011,"역,대합실",강력범죄,강간·강제추행,144
2011,"역,대합실",강력범죄,방화,2
2011,"역,대합실",폭력범죄,상해,232
2011,"역,대합실",폭력범죄,폭행,669
2011,"역,대합실",폭력범죄,체포·감금,1
2011,"역,대합실",폭력범죄,약취·유인,5
2011,"역,대합실",폭력범죄,폭력행위등,110
2011,"역,대합실",폭력범죄,공갈,32
2011,"역,대합실",폭력범죄,손괴,97
2011,"역,대합실",지능범죄,소계,605
2011,"역,대합실",지능범죄,직무유기,3
2011,"역,대합실",지능범죄,직권남용,2
2011,"역,대합실",지능범죄,증수뢰,3
2011,"역,대합실",지능범죄,통화,19
2011,"역,대합실",지능범죄,문서·인장,43
2011,"역,대합실",지능범죄,유가증권인지,3
2011,"역,대합실",지능범죄,사기,353
2011,"역,대합실",지능범죄,횡령,171
2011,"역,대합실",지능범죄,배임,8
2011,"역,대합실",풍속범죄,성풍속범죄,288
2011,"역,대합실",풍속범죄,도박범죄,3
2011,지하철,계,소계,2329
2011,지하철,강력범죄,강도,3
2011,지하철,강력범죄,강간·강제추행,923
2011,지하철,강력범죄,방화,3
2011,지하철,폭력범죄,상해,74
2011,지하철,폭력범죄,폭행,224
2011,지하철,폭력범죄,협박,1
2011,지하철,폭력범죄,약취·유인,1
2011,지하철,폭력범죄,폭력행위등,22
2011,지하철,폭력범죄,공갈,4
2011,지하철,폭력범죄,손괴,8
2011,지하철,지능범죄,소계,174
2011,지하철,지능범죄,통화,1
2011,지하철,지능범죄,문서·인장,5
2011,지하철,지능범죄,사기,16
2011,지하철,지능범죄,횡령,152
2011,지하철,풍속범죄,성풍속범죄,263
2011,기타교통수단내,계,소계,16866
2011,기타교통수단내,강력범죄,살인기수,2
2011,기타교통수단내,강력범죄,살인미수등,19
2011,기타교통수단내,강력범죄,강도,62
2011,기타교통수단내,강력범죄,강간·강제추행,736
2011,기타교통수단내,강력범죄,방화,19
2011,기타교통수단내,폭력범죄,상해,1752
2011,기타교통수단내,폭력범죄,폭행,3311
2011,기타교통수단내,폭력범죄,체포·감금,35
2011,기타교통수단내,폭력범죄,협박,43
2011,기타교통수단내,폭력범죄,약취·유인,2
2011,기타교통수단내,폭력범죄,폭력행위등,1165
2011,기타교통수단내,폭력범죄,공갈,34
2011,기타교통수단내,폭력범죄,손괴,479
2011,기타교통수단내,지능범죄,소계,2342
2011,기타교통수단내,지능범죄,직무유기,1
2011,기타교통수단내,지능범죄,직권남용,1
2011,기타교통수단내,지능범죄,증수뢰,3
2011,기타교통수단내,지능범죄,통화,17
2011,기타교통수단내,지능범죄,문서·인장,64
2011,기타교통수단내,지능범죄,유가증권인지,4
2011,기타교통수단내,지능범죄,사기,1790
2011,기타교통수단내,지능범죄,횡령,456
2011,기타교통수단내,지능범죄,배임,6
2011,기타교통수단내,풍속범죄,성풍속범죄,62
2011,기타교통수단내,풍속범죄,도박범죄,16
2011,흥행장,계,소계,2136
2011,흥행장,강력범죄,살인미수등,2
2011,흥행장,강력범죄,강도,4
2011,흥행장,강력범죄,강간·강제추행,31
2011,흥행장,폭력범죄,상해,91
2011,흥행장,폭력범죄,폭행,75
2011,흥행장,폭력범죄,협박,7
2011,흥행장,폭력범죄,폭력행위등,76
2011,흥행장,폭력범죄,공갈,13
2011,흥행장,폭력범죄,손괴,15
2011,흥행장,지능범죄,소계,334
2011,흥행장,지능범죄,증수뢰,5
2011,흥행장,지능범죄,통화,3
2011,흥행장,지능범죄,문서·인장,92
2011,흥행장,지능범죄,유가증권인지,2
2011,흥행장,지능범죄,사기,176
2011,흥행장,지능범죄,횡령,53
2011,흥행장,지능범죄,배임,3
2011,흥행장,풍속범죄,성풍속범죄,1
2011,흥행장,풍속범죄,도박범죄,177
2011,유원지,계,소계,4376
2011,유원지,강력범죄,살인기수,2
2011,유원지,강력범죄,살인미수등,7
2011,유원지,강력범죄,강도,29
2011,유원지,강력범죄,강간·강제추행,165
2011,유원지,강력범죄,방화,25
2011,유원지,폭력범죄,상해,565
2011,유원지,폭력범죄,폭행,862
2011,유원지,폭력범죄,협박,11
2011,유원지,폭력범죄,약취·유인,6
2011,유원지,폭력범죄,폭력행위등,511
2011,유원지,폭력범죄,공갈,104
2011,유원지,폭력범죄,손괴,78
2011,유원지,지능범죄,소계,279
2011,유원지,지능범죄,직무유기,1
2011,유원지,지능범죄,직권남용,1
2011,유원지,지능범죄,증수뢰,1
2011,유원지,지능범죄,통화,17
2011,유원지,지능범죄,문서·인장,7
2011,유원지,지능범죄,유가증권인지,1
2011,유원지,지능범죄,사기,159
2011,유원지,지능범죄,횡령,88
2011,유원지,지능범죄,배임,4
2011,유원지,풍속범죄,성풍속범죄,30
2011,유원지,풍속범죄,도박범죄,49
2011,학교,계,소계,5801
2011,학교,강력범죄,살인미수등,1
2011,학교,강력범죄,강도,14
2011,학교,강력범죄,강간·강제추행,124
2011,학교,강력범죄,방화,20
2011,학교,폭력범죄,상해,712
2011,학교,폭력범죄,폭행,504
2011,학교,폭력범죄,체포·감금,4
2011,학교,폭력범죄,협박,21
2011,학교,폭력범죄,약취·유인,9
2011,학교,폭력범죄,폭력행위등,529
2011,학교,폭력범죄,공갈,166
2011,학교,폭력범죄,손괴,165
2011,학교,지능범죄,소계,605
2011,학교,지능범죄,직무유기,8
2011,학교,지능범죄,직권남용,2
2011,학교,지능범죄,증수뢰,23
2011,학교,지능범죄,통화,4
2011,학교,지능범죄,문서·인장,37
2011,학교,지능범죄,사기,341
2011,학교,지능범죄,횡령,167
2011,학교,지능범죄,배임,23
2011,학교,풍속범죄,성풍속범죄,41
2011,금융기관,계,소계,30858
2011,금융기관,강력범죄,강도,21
2011,금융기관,강력범죄,강간·강제추행,12
2011,금융기관,강력범죄,방화,8
2011,금융기관,폭력범죄,상해,37
2011,금융기관,폭력범죄,폭행,69
2011,금융기관,폭력범죄,체포·감금,3
2011,금융기관,폭력범죄,협박,7
2011,금융기관,폭력범죄,폭력행위등,21
2011,금융기관,폭력범죄,공갈,27
2011,금융기관,폭력범죄,손괴,133
2011,금융기관,지능범죄,소계,20108
2011,금융기관,지능범죄,직무유기,1
2011,금융기관,지능범죄,증수뢰,25
2011,금융기관,지능범죄,통화,5417
2011,금융기관,지능범죄,문서·인장,339
2011,금융기관,지능범죄,유가증권인지,108
2011,금융기관,지능범죄,사기,12988
2011,금융기관,지능범죄,횡령,1098
2011,금융기관,지능범죄,배임,132
2011,금융기관,풍속범죄,성풍속범죄,6
2011,금융기관,풍속범죄,도박범죄,6
2011,의료기관,계,소계,10793
2011,의료기관,강력범죄,살인기수,16
2011,의료기관,강력범죄,살인미수등,10
2011,의료기관,강력범죄,강도,4
2011,의료기관,강력범죄,강간·강제추행,130
2011,의료기관,강력범죄,방화,17
2011,의료기관,폭력범죄,상해,523
2011,의료기관,폭력범죄,폭행,753
2011,의료기관,폭력범죄,체포·감금,65
2011,의료기관,폭력범죄,협박,54
2011,의료기관,폭력범죄,약취·유인,2
2011,의료기관,폭력범죄,폭력행위등,203
2011,의료기관,폭력범죄,공갈,26
2011,의료기관,폭력범죄,손괴,138
2011,의료기관,지능범죄,소계,3703
2011,의료기관,지능범죄,직무유기,1
2011,의료기관,지능범죄,통화,13
2011,의료기관,지능범죄,문서·인장,477
2011,의료기관,지능범죄,유가증권인지,2
2011,의료기관,지능범죄,사기,3052
2011,의료기관,지능범죄,횡령,144
2011,의료기관,지능범죄,배임,14
2011,의료기관,풍속범죄,성풍속범죄,14
2011,의료기관,풍속범죄,도박범죄,3
2011,종교기관,계,소계,3197
2011,종교기관,강력범죄,살인기수,2
2011,종교기관,강력범죄,살인미수등,5
2011,종교기관,강력범죄,강도,11
2011,종교기관,강력범죄,강간·강제추행,52
2011,종교기관,강력범죄,방화,13
2011,종교기관,폭력범죄,상해,171
2011,종교기관,폭력범죄,폭행,152
2011,종교기관,폭력범죄,체포·감금,13
2011,종교기관,폭력범죄,협박,20
2011,종교기관,폭력범죄,약취·유인,2
2011,종교기관,폭력범죄,폭력행위등,155
2011,종교기관,폭력범죄,공갈,9
2011,종교기관,폭력범죄,손괴,134
2011,종교기관,지능범죄,소계,425
2011,종교기관,지능범죄,직권남용,1
2011,종교기관,지능범죄,증수뢰,1
2011,종교기관,지능범죄,통화,5
2011,종교기관,지능범죄,문서·인장,29
2011,종교기관,지능범죄,유가증권인지,1
2011,종교기관,지능범죄,사기,294
2011,종교기관,지능범죄,횡령,80
2011,종교기관,지능범죄,배임,14
2011,종교기관,풍속범죄,성풍속범죄,1
2011,종교기관,풍속범죄,도박범죄,3
2011,산야,계,소계,8665
2011,산야,강력범죄,살인기수,4
2011,산야,강력범죄,살인미수등,2
2011,산야,강력범죄,강도,16
2011,산야,강력범죄,강간·강제추행,73
2011,산야,강력범죄,방화,23
2011,산야,폭력범죄,상해,262
2011,산야,폭력범죄,폭행,155
2011,산야,폭력범죄,체포·감금,3
2011,산야,폭력범죄,협박,8
2011,산야,폭력범죄,폭력행위등,171
2011,산야,폭력범죄,공갈,9
2011,산야,폭력범죄,손괴,911
2011,산야,지능범죄,소계,690
2011,산야,지능범죄,직무유기,12
2011,산야,지능범죄,직권남용,5
2011,산야,지능범죄,증수뢰,1
2011,산야,지능범죄,문서·인장,22
2011,산야,지능범죄,사기,518
2011,산야,지능범죄,횡령,102
2011,산야,지능범죄,배임,30
2011,산야,풍속범죄,성풍속범죄,1
2011,산야,풍속범죄,도박범죄,24
2011,해상,계,소계,14124
2011,해상,강력범죄,살인기수,1
2011,해상,강력범죄,살인미수등,3
2011,해상,강력범죄,강간·강제추행,2
2011,해상,강력범죄,방화,2
2011,해상,폭력범죄,상해,25
2011,해상,폭력범죄,폭행,55
2011,해상,폭력범죄,협박,3
2011,해상,폭력범죄,폭력행위등,27
2011,해상,폭력범죄,손괴,104
2011,해상,지능범죄,소계,133
2011,해상,지능범죄,직무유기,1
2011,해상,지능범죄,문서·인장,13
2011,해상,지능범죄,사기,107
2011,해상,지능범죄,횡령,12
2011,부대,계,소계,4499
2011,부대,강력범죄,강간·강제추행,4
2011,부대,폭력범죄,상해,12
2011,부대,폭력범죄,폭행,44
2011,부대,폭력범죄,협박,3
2011,부대,폭력범죄,폭력행위등,11
2011,부대,폭력범죄,공갈,1
